UNIXTime,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,MonthOfYear,DayOfYear,WeekOfYear,TimeOfDay(h),TimeOfDay(m),TimeOfDay(s),DayLength(s)
1475763325,1.23,48,30.43,92,174.5,6.75,10,280,40,4,255,15325,42720
1475763022,1.24,48,30.43,92,177.16,7.87,10,280,40,4,250,15022,42720
1475762719,1.25,48,30.43,94,182.1,9.0,10,280,40,4,245,14719,42720
1475762424,1.24,48,30.43,95,190.25,9.0,10,280,40,4,240,14424,42720
1475762124,1.24,48,30.43,96,199.11,5.62,10,280,40,3,235,14124,42720
1475761824,1.22,48,30.43,96,194.59,6.75,10,280,40,3,230,13824,42720
1475761528,1.2,48,30.43,96,194.11,7.87,10,280,40,3,225,13528,42720
1475761224,1.27,47,30.43,95,194.87,6.75,10,280,40,3,220,13224,42720
1475760923,1.24,47,30.43,93,209.43,5.62,10,280,40,3,215,12923,42720
1475760620,1.21,47,30.43,92,216.07,5.62,10,280,40,3,210,12620,42720
1475760326,1.22,48,30.43,91,200.97,5.62,10,280,40,3,205,12326,42720
1475760022,1.25,48,30.43,90,203.5,6.75,10,280,40,3,200,12022,42720
1475759723,1.19,48,30.43,91,190.76,4.5,10,280,40,3,195,11723,42720
1475759427,1.24,48,30.43,90,187.35,4.5,10,280,40,3,190,11427,42720
1475759120,1.25,48,30.43,91,181.09,5.62,10,280,40,3,185,11120,42720
1475758820,1.25,48,30.43,91,178.14,5.62,10,280,40,3,180,10820,42720
1475758520,1.25,48,30.43,90,181.39,6.75,10,280,40,2,175,10520,42720
1475758222,1.22,48,30.43,91,178.43,6.75,10,280,40,2,170,10222,42720
1475757919,1.23,49,30.43,91,186.97,7.87,10,280,40,2,165,9919,42720
1475757620,1.23,49,30.43,93,192.24,6.75,10,280,40,2,160,9620,42720
1475757325,1.24,49,30.43,94,195.69,6.75,10,280,40,2,155,9325,42720
1475757021,1.24,49,30.43,93,204.06,5.62,10,280,40,2,150,9021,42720
1475756722,1.23,49,30.44,94,199.79,5.62,10,280,40,2,145,8722,42720
1475756420,1.22,49,30.44,95,201.48,6.75,10,280,40,2,140,8420,42720
1475756118,1.23,49,30.44,95,202.34,5.62,10,280,40,2,135,8118,42720
1475755819,1.23,48,30.44,96,202.35,4.5,10,280,40,2,130,7819,42720
1475755522,1.22,48,30.44,96,202.03,4.5,10,280,40,2,125,7522,42720
1475755224,1.22,48,30.44,96,199.2,5.62,10,280,40,2,120,7224,42720
1475754921,1.23,48,30.44,96,208.39,4.5,10,280,40,1,115,6921,42720
1475754621,1.26,48,30.44,96,218.66,3.37,10,280,40,1,110,6621,42720
1475754321,1.24,48,30.44,96,215.21,3.37,10,280,40,1,105,6321,42720
1475754020,1.2,48,30.44,96,220.81,4.5,10,280,40,1,100,6020,42720
1475753721,1.22,48,30.45,96,212.34,5.62,10,280,40,1,95,5721,42720
1475753425,1.22,48,30.45,96,201.52,6.75,10,280,40,1,90,5425,42720
1475753121,1.21,48,30.45,95,208.97,4.5,10,280,40,1,85,5121,42720
1475752827,1.24,48,30.45,95,203.0,6.75,10,280,40,1,80,4827,42720
1475752524,1.22,49,30.45,95,195.62,6.75,10,280,40,1,75,4524,42720
1475752225,1.24,49,30.46,94,212.55,3.37,10,280,40,1,70,4225,42720
1475751924,1.2,49,30.46,95,212.54,3.37,10,280,40,1,65,3924,42720
1475751618,1.24,50,30.46,95,212.54,2.25,10,280,40,1,60,3618,42720
1475751324,1.22,50,30.46,94,212.54,3.37,10,280,40,0,55,3324,42720
1475751024,1.23,50,30.46,93,212.3,1.12,10,280,40,0,50,3024,42720
1475750722,1.25,50,30.46,92,214.18,4.5,10,280,40,0,45,2722,42720
1475750426,1.21,51,30.46,92,230.58,3.37,10,280,40,0,40,2426,42720
1475750124,1.23,51,30.46,93,259.54,2.25,10,280,40,0,35,2124,42720
1475749827,1.24,51,30.47,94,266.65,2.25,10,280,40,0,30,1827,42720
1475749520,1.22,50,30.47,95,275.8,4.5,10,280,40,0,25,1520,42720
1475748020,1.23,50,30.47,93,193.49,5.62,10,280,40,0,0,20,42720
1475747720,1.23,50,30.47,91,193.07,3.37,10,279,40,23,1435,86120,42840
1475747422,1.22,50,30.47,90,186.2,4.5,10,279,40,23,1430,85822,42840
1475747118,1.22,50,30.47,90,179.82,3.37,10,279,40,23,1425,85518,42840
1475746821,1.24,51,30.47,90,135.02,3.37,10,279,40,23,1420,85221,42840
1475746520,1.23,51,30.47,89,143.98,6.75,10,279,40,23,1415,84920,42840
1475746218,1.24,51,30.47,88,88.83,1.12,10,279,40,23,1410,84618,42840
1475745920,1.24,51,30.47,87,78.11,3.37,10,279,40,23,1405,84320,42840
1475745620,1.25,51,30.47,91,12.93,1.12,10,279,40,23,1400,84020,42840
1475745326,1.23,51,30.47,90,160.92,4.5,10,279,40,23,1395,83726,42840
1475745021,1.26,51,30.47,90,165.87,5.62,10,279,40,23,1390,83421,42840
1475744726,1.25,51,30.47,89,174.82,7.87,10,279,40,23,1385,83126,42840
1475744420,1.25,51,30.47,89,157.41,5.62,10,279,40,23,1380,82820,42840
1475744125,1.23,51,30.47,90,143.07,6.75,10,279,40,22,1375,82525,42840
1475743823,1.24,51,30.47,90,164.6,7.87,10,279,40,22,1370,82223,42840
1475743520,1.27,51,30.47,91,145.18,7.87,10,279,40,22,1365,81920,42840
1475743221,1.24,51,30.47,91,183.67,6.75,10,279,40,22,1360,81621,42840
1475742924,1.24,51,30.47,92,152.89,6.75,10,279,40,22,1355,81324,42840
1475742620,1.25,51,30.48,92,164.15,4.5,10,279,40,22,1350,81020,42840
1475742323,1.26,51,30.48,93,156.99,6.75,10,279,40,22,1345,80723,42840
1475742028,1.25,51,30.48,93,159.54,7.87,10,279,40,22,1340,80428,42840
1475741723,1.24,51,30.48,93,162.56,5.62,10,279,40,22,1335,80123,42840
1475741419,1.24,50,30.48,94,163.79,5.62,10,279,40,22,1330,79819,42840
1475741118,1.27,50,30.48,95,175.82,3.37,10,279,40,22,1325,79518,42840
1475740824,1.23,50,30.48,95,170.49,5.62,10,279,40,22,1320,79224,42840
1475740527,1.23,50,30.48,97,148.31,5.62,10,279,40,21,1315,78927,42840
1475740223,1.24,50,30.49,98,146.42,4.5,10,279,40,21,1310,78623,42840
1475739919,1.23,51,30.49,99,140.21,5.62,10,279,40,21,1305,78319,42840
1475739623,1.22,51,30.49,99,136.08,7.87,10,279,40,21,1300,78023,42840
1475739319,1.21,51,30.49,98,185.56,3.37,10,279,40,21,1295,77719,42840
1475739020,1.24,51,30.49,98,114.55,4.5,10,279,40,21,1290,77420,42840
1475738722,1.28,51,30.49,97,84.75,1.12,10,279,40,21,1285,77122,42840
1475738421,1.24,51,30.49,97,80.43,1.12,10,279,40,21,1280,76821,42840
1475738119,1.24,51,30.49,96,139.96,4.5,10,279,40,21,1275,76519,42840
1475737819,1.25,51,30.48,95,159.89,4.5,10,279,40,21,1270,76219,42840
1475737520,1.25,51,30.49,96,153.66,3.37,10,279,40,21,1265,75920,42840
1475737227,1.29,52,30.49,95,80.21,1.12,10,279,40,21,1260,75627,42840
1475736923,1.31,52,30.49,95,47.1,1.12,10,279,40,20,1255,75323,42840
1475736623,1.28,52,30.48,95,82.92,1.12,10,279,40,20,1250,75023,42840
1475736323,1.27,51,30.48,95,84.2,3.37,10,279,40,20,1245,74723,42840
1475736022,1.24,51,30.48,95,114.78,2.25,10,279,40,20,1240,74422,42840
1475735722,1.26,51,30.48,95,122.97,2.25,10,279,40,20,1235,74122,42840
1475735420,1.24,51,30.48,96,124.38,2.25,10,279,40,20,1230,73820,42840
1475735122,1.26,51,30.48,96,163.76,1.12,10,279,40,20,1225,73522,42840
1475734821,1.24,51,30.48,97,151.12,3.37,10,279,40,20,1220,73221,42840
1475734521,1.25,51,30.48,98,169.58,4.5,10,279,40,20,1215,72921,42840
1475734223,1.26,51,30.48,99,159.91,3.37,10,279,40,20,1210,72623,42840
1475733918,1.19,51,30.48,100,161.34,3.37,10,279,40,20,1205,72318,42840
1475733621,1.22,52,30.47,100,161.52,4.5,10,279,40,20,1200,72021,42840
1475733323,1.27,52,30.47,100,139.44,3.37,10,279,40,19,1195,71723,42840
1475733022,1.25,52,30.47,100,148.01,5.62,10,279,40,19,1190,71422,42840
1475732722,1.23,52,30.47,100,104.72,1.12,10,279,40,19,1185,71122,42840
1475732424,1.23,52,30.47,100,81.39,5.62,10,279,40,19,1180,70824,42840
1475732121,1.24,52,30.47,99,93.81,4.5,10,279,40,19,1175,70521,42840
1475731825,1.22,52,30.47,99,135.57,1.12,10,279,40,19,1170,70225,42840
1475731520,1.23,52,30.47,99,133.87,0.0,10,279,40,19,1165,69920,42840
1475730922,1.21,52,30.46,99,152.85,2.25,10,279,40,19,1155,69322,42840
1475730621,1.24,52,30.46,99,157.02,3.37,10,279,40,19,1150,69021,42840
1475730323,1.23,52,30.46,99,154.12,2.25,10,279,40,19,1145,68723,42840
1475730020,1.26,53,30.46,99,109.39,2.25,10,279,40,19,1140,68420,42840
1475729720,1.25,52,30.46,98,179.51,2.25,10,279,40,18,1135,68120,42840
1475729423,1.22,53,30.46,98,180.02,3.37,10,279,40,18,1130,67823,42840
1475729120,1.24,53,30.46,99,118.97,2.25,10,279,40,18,1125,67520,42840
1475728819,1.23,54,30.46,98,106.9,1.12,10,279,40,18,1120,67219,42840
1475728523,1.23,54,30.46,98,149.05,1.12,10,279,40,18,1115,66923,42840
1475728223,1.25,54,30.46,97,105.63,2.25,10,279,40,18,1110,66623,42840
1475727921,1.22,54,30.46,97,71.68,0.0,10,279,40,18,1105,66321,42840
1475727623,1.25,54,30.46,97,66.92,2.25,10,279,40,18,1100,66023,42840
1475727320,1.68,54,30.46,98,150.4,1.12,10,279,40,18,1095,65720,42840
1475727021,3.88,54,30.45,99,150.42,1.12,10,279,40,18,1090,65421,42840
1475726724,13.37,54,30.45,99,168.36,3.37,10,279,40,18,1085,65124,42840
1475726425,15.02,55,30.45,100,162.84,1.12,10,279,40,18,1080,64825,42840
1475726123,23.16,55,30.45,100,110.86,3.37,10,279,40,17,1075,64523,42840
1475725820,31.49,55,30.45,99,119.83,3.37,10,279,40,17,1070,64220,42840
1475725519,52.42,55,30.45,99,54.48,4.5,10,279,40,17,1065,63919,42840
1475725218,58.96,56,30.45,98,40.31,1.12,10,279,40,17,1060,63618,42840
1475724919,60.66,55,30.45,95,29.44,3.37,10,279,40,17,1055,63319,42840
1475724622,74.65,56,30.44,99,33.45,2.25,10,279,40,17,1050,63022,42840
1475724320,83.23,56,30.44,100,46.92,2.25,10,279,40,17,1045,62720,42840
1475724024,96.75,56,30.44,100,98.38,3.37,10,279,40,17,1040,62424,42840
1475723721,127.9,56,30.44,100,80.96,1.12,10,279,40,17,1035,62121,42840
1475723123,195.72,57,30.45,102,156.31,2.25,10,279,40,17,1025,61523,42840
1475722819,216.31,56,30.44,102,156.21,0.0,10,279,40,17,1020,61219,42840
1475722523,190.92,55,30.44,102,156.47,3.37,10,279,40,16,1015,60923,42840
1475722227,242.69,55,30.44,102,84.82,2.25,10,279,40,16,1010,60627,42840
1475721920,320.35,55,30.44,102,53.41,2.25,10,279,40,16,1005,60320,42840
1475721621,332.81,55,30.44,102,29.31,4.5,10,279,40,16,1000,60021,42840
1475721325,164.8,54,30.44,102,85.44,2.25,10,279,40,16,995,59725,42840
1475721019,111.32,54,30.44,102,33.0,2.25,10,279,40,16,990,59419,42840
1475720724,111.52,55,30.44,102,33.48,4.5,10,279,40,16,985,59124,42840
1475720420,103.47,55,30.44,102,13.37,4.5,10,279,40,16,980,58820,42840
1475720118,130.61,55,30.44,102,16.06,2.25,10,279,40,16,975,58518,42840
1475719819,184.22,55,30.44,102,51.61,1.12,10,279,40,16,970,58219,42840
1475719520,182.95,54,30.44,102,51.61,0.0,10,279,40,16,965,57920,42840
1475719219,177.35,54,30.44,102,51.62,1.12,10,279,40,16,960,57619,42840
1475718919,124.61,54,30.44,102,52.25,3.37,10,279,40,15,955,57319,42840
1475718623,183.27,55,30.44,102,28.19,1.12,10,279,40,15,950,57023,42840
1475718320,149.18,55,30.44,102,19.86,5.62,10,279,40,15,945,56720,42840
1475718023,162.59,55,30.43,102,40.18,4.5,10,279,40,15,940,56423,42840
1475717721,173.5,55,30.43,102,38.4,2.25,10,279,40,15,935,56121,42840
1475717420,180.16,55,30.43,101,33.76,2.25,10,279,40,15,930,55820,42840
1475717121,191.6,55,30.43,101,62.67,4.5,10,279,40,15,925,55521,42840
1475716822,190.97,55,30.43,101,20.89,3.37,10,279,40,15,920,55222,42840
1475716522,223.55,55,30.43,101,2.76,2.25,10,279,40,15,915,54922,42840
1475716220,194.85,55,30.43,101,40.02,3.37,10,279,40,15,910,54620,42840
1475715624,191.03,55,30.43,101,19.21,3.37,10,279,40,15,900,54024,42840
1475715319,200.7,55,30.43,101,44.79,3.37,10,279,40,14,895,53719,42840
1475715020,163.48,55,30.43,101,22.49,2.25,10,279,40,14,890,53420,42840
1475714722,98.04,55,30.43,101,27.58,1.12,10,279,40,14,885,53122,42840
1475714421,99.73,55,30.43,101,17.37,6.75,10,279,40,14,880,52821,42840
1475714120,137.02,55,30.43,100,65.95,1.12,10,279,40,14,875,52520,42840
1475713820,131.79,55,30.43,100,36.96,6.75,10,279,40,14,870,52220,42840
1475713518,195.36,56,30.43,100,3.76,5.62,10,279,40,14,865,51918,42840
1475713220,214.81,56,30.43,100,28.63,6.75,10,279,40,14,860,51620,42840
1475712919,353.98,56,30.43,100,14.2,4.5,10,279,40,14,855,51319,42840
1475712624,191.17,56,30.43,100,24.57,2.25,10,279,40,14,850,51024,42840
1475712319,113.7,56,30.43,99,21.85,5.62,10,279,40,14,845,50719,42840
1475712021,234.49,57,30.43,100,41.84,4.5,10,279,40,14,840,50421,42840
1475711718,361.53,57,30.43,100,37.32,7.87,10,279,40,13,835,50118,42840
1475711424,253.68,57,30.43,100,25.71,4.5,10,279,40,13,830,49824,42840
1475711126,655.34,57,30.43,101,47.68,6.75,10,279,40,13,825,49526,42840
1475710821,1161.54,57,30.43,101,32.69,6.75,10,279,40,13,820,49221,42840
1475710519,664.55,57,30.44,102,0.12,5.62,10,279,40,13,815,48919,42840
1475710223,525.3,57,30.43,102,28.43,2.25,10,279,40,13,810,48623,42840
1475709920,750.44,56,30.43,102,27.21,4.5,10,279,40,13,805,48320,42840
1475709621,371.53,56,30.44,101,35.82,4.5,10,279,40,13,800,48021,42840
1475709321,419.88,56,30.44,101,12.73,9.0,10,279,40,13,795,47721,42840
1475709025,173.07,56,30.44,101,31.08,4.5,10,279,40,13,790,47425,42840
1475708719,281.75,56,30.44,101,24.55,3.37,10,279,40,13,785,47119,42840
1475708421,167.47,56,30.44,101,14.91,2.25,10,279,40,13,780,46821,42840
1475708121,265.48,56,30.44,101,33.9,4.5,10,279,40,12,775,46521,42840
1475707823,586.72,56,30.44,101,13.16,5.62,10,279,40,12,770,46223,42840
1475707518,286.24,56,30.44,101,72.49,6.75,10,279,40,12,765,45918,42840
1475707222,372.95,56,30.44,101,28.84,4.5,10,279,40,12,760,45622,42840
1475706920,239.86,56,30.45,101,37.55,7.87,10,279,40,12,755,45320,42840
1475706624,223.41,57,30.44,101,18.41,5.62,10,279,40,12,750,45024,42840
1475706320,616.32,57,30.45,101,352.58,4.5,10,279,40,12,745,44720,42840
1475706022,642.44,57,30.45,100,35.1,6.75,10,279,40,12,740,44422,42840
1475705721,557.16,57,30.45,100,56.35,4.5,10,279,40,12,735,44121,42840
1475705422,347.53,58,30.45,101,20.2,5.62,10,279,40,12,730,43822,42840
1475705118,1006.87,57,30.45,100,68.67,9.0,10,279,40,12,725,43518,42840
1475704821,468.33,58,30.45,100,59.79,10.12,10,279,40,12,720,43221,42840
1475704524,479.0,58,30.45,101,106.34,6.75,10,279,40,11,715,42924,42840
1475704224,734.67,57,30.45,101,350.69,2.25,10,279,40,11,710,42624,42840
1475703920,520.01,57,30.46,101,2.89,4.5,10,279,40,11,705,42320,42840
1475703621,1002.11,57,30.46,102,71.98,4.5,10,279,40,11,700,42021,42840
1475703323,465.5,57,30.46,102,25.44,3.37,10,279,40,11,695,41723,42840
1475703019,821.99,56,30.46,102,353.85,5.62,10,279,40,11,690,41419,42840
1475702719,981.43,56,30.46,102,54.17,9.0,10,279,40,11,685,41119,42840
1475702427,509.63,56,30.46,102,43.83,6.75,10,279,40,11,680,40827,42840
1475702121,742.38,56,30.46,102,72.55,2.25,10,279,40,11,675,40521,42840
1475701820,912.17,56,30.46,102,135.36,6.75,10,279,40,11,670,40220,42840
1475701520,840.72,55,30.47,102,115.71,3.37,10,279,40,11,665,39920,42840
1475701224,353.46,55,30.47,102,44.38,9.0,10,279,40,11,660,39624,42840
1475700923,247.12,55,30.47,102,44.47,1.12,10,279,40,10,655,39323,42840
1475700619,483.27,55,30.47,102,19.42,5.62,10,279,40,10,650,39019,42840
1475700323,439.34,55,30.47,102,67.71,1.12,10,279,40,10,645,38723,42840
1475700020,558.52,55,30.47,102,78.47,1.12,10,279,40,10,640,38420,42840
1475699721,396.72,55,30.47,102,43.63,4.5,10,279,40,10,635,38121,42840
1475699427,782.31,56,30.47,102,0.1,3.37,10,279,40,10,630,37827,42840
1475699120,448.64,55,30.47,102,140.11,3.37,10,279,40,10,625,37520,42840
1475698822,415.0,55,30.47,101,50.35,4.5,10,279,40,10,620,37222,42840
1475698519,407.31,55,30.47,101,72.73,10.12,10,279,40,10,615,36919,42840
1475698224,443.34,55,30.47,101,95.41,10.12,10,279,40,10,610,36624,42840
1475697919,436.41,55,30.47,101,34.03,9.0,10,279,40,10,605,36319,42840
1475697620,274.99,55,30.47,101,61.54,1.12,10,279,40,10,600,36020,42840
1475697322,292.44,55,30.47,101,18.7,7.87,10,279,40,9,595,35722,42840
1475697021,235.29,56,30.47,101,0.11,4.5,10,279,40,9,590,35421,42840
1475696719,444.96,56,30.47,101,57.09,1.12,10,279,40,9,585,35119,42840
1475696425,380.56,55,30.47,101,148.03,4.5,10,279,40,9,580,34825,42840
1475696121,459.59,55,30.47,101,100.35,5.62,10,279,40,9,575,34521,42840
1475695838,478.48,55,30.47,101,71.75,4.5,10,279,40,9,570,34238,42840
1475695522,412.1,55,30.47,101,137.13,1.12,10,279,40,9,565,33922,42840
1475695222,660.27,54,30.47,101,130.57,10.12,10,279,40,9,560,33622,42840
1475694922,288.61,55,30.47,101,54.49,11.25,10,279,40,9,555,33322,42840
1475694621,382.35,54,30.47,101,50.51,7.87,10,279,40,9,550,33021,42840
1475694320,307.8,55,30.47,101,356.37,4.5,10,279,40,9,545,32720,42840
1475694026,243.98,55,30.47,100,20.03,3.37,10,279,40,9,540,32426,42840
1475693722,281.32,55,30.47,100,55.91,6.75,10,279,40,8,535,32122,42840
1475693423,207.82,55,30.47,100,67.31,5.62,10,279,40,8,530,31823,42840
1475693120,272.24,55,30.47,100,54.6,5.62,10,279,40,8,525,31520,42840
1475692820,482.71,55,30.47,100,57.92,6.75,10,279,40,8,520,31220,42840
1475692519,457.33,55,30.47,100,130.9,3.37,10,279,40,8,515,30919,42840
1475692219,404.56,55,30.47,100,45.46,6.75,10,279,40,8,510,30619,42840
1475691922,287.83,55,30.46,100,99.3,6.75,10,279,40,8,505,30322,42840
1475691621,398.82,55,30.46,99,192.8,4.5,10,279,40,8,500,30021,42840
1475691326,201.71,55,30.46,100,57.27,5.62,10,279,40,8,495,29726,42840
1475691020,551.73,55,30.46,100,77.43,5.62,10,279,40,8,490,29420,42840
1475690719,252.93,55,30.46,100,133.96,11.25,10,279,40,8,485,29119,42840
1475690420,355.57,55,30.46,101,92.08,7.87,10,279,40,8,480,28820,42840
1475690122,365.66,54,30.46,101,126.65,10.12,10,279,40,7,475,28522,42840
1475689823,344.9,54,30.46,100,141.33,9.0,10,279,40,7,470,28223,42840
1475689525,221.67,53,30.45,100,131.67,3.37,10,279,40,7,465,27925,42840
1475689222,160.8,53,30.45,100,72.31,9.0,10,279,40,7,460,27622,42840
1475688919,247.41,52,30.45,100,164.75,7.87,10,279,40,7,455,27319,42840
1475688619,257.49,51,30.45,100,146.83,6.75,10,279,40,7,450,27019,42840
1475688318,171.97,51,30.45,99,164.72,5.62,10,279,40,7,445,26718,42840
1475688022,119.01,51,30.45,99,153.86,10.12,10,279,40,7,440,26422,42840
1475687720,63.48,51,30.44,99,179.25,9.0,10,279,40,7,435,26120,42840
1475687420,45.49,50,30.44,98,138.89,5.62,10,279,40,7,430,25820,42840
1475687122,61.1,50,30.44,97,146.25,5.62,10,279,40,7,425,25522,42840
1475686821,40.86,50,30.44,97,157.49,7.87,10,279,40,7,420,25221,42840
1475686524,23.75,49,30.44,97,166.28,7.87,10,279,40,6,415,24924,42840
1475686221,21.56,49,30.44,96,158.82,5.62,10,279,40,6,410,24621,42840
1475685922,19.72,48,30.44,95,160.85,6.75,10,279,40,6,405,24322,42840
1475685620,17.69,48,30.44,95,185.54,6.75,10,279,40,6,400,24020,42840
1475685322,13.02,48,30.44,95,171.06,3.37,10,279,40,6,395,23722,42840
1475685022,10.78,48,30.43,95,168.95,3.37,10,279,40,6,390,23422,42840
1475684725,8.59,48,30.43,95,170.83,4.5,10,279,40,6,385,23125,42840
1475684424,6.82,48,30.43,95,173.41,5.62,10,279,40,6,380,22824,42840
1475684119,4.47,48,30.43,95,177.59,4.5,10,279,40,6,375,22519,42840
1475683824,2.59,48,30.43,95,176.11,3.37,10,279,40,6,370,22224,42840
1475683522,1.52,48,30.43,95,170.88,4.5,10,279,40,6,365,21922,42840
1475683222,1.22,48,30.43,95,172.81,3.37,10,279,40,6,360,21622,42840
1475682923,1.28,48,30.43,96,164.15,2.25,10,279,40,5,355,21323,42840
1475682626,1.22,48,30.43,95,161.81,6.75,10,279,40,5,350,21026,42840
1475682322,1.22,48,30.43,95,180.2,5.62,10,279,40,5,345,20722,42840
1475682020,1.26,48,30.43,95,165.82,5.62,10,279,40,5,340,20420,42840
1475681723,1.22,48,30.43,95,177.52,5.62,10,279,40,5,335,20123,42840
1475681420,1.26,48,30.43,96,177.4,3.37,10,279,40,5,330,19820,42840
1475681123,1.21,48,30.43,96,185.58,6.75,10,279,40,5,325,19523,42840
1475680818,1.24,48,30.43,96,172.0,4.5,10,279,40,5,320,19218,42840
1475680519,1.28,48,30.43,96,187.52,5.62,10,279,40,5,315,18919,42840
1475680223,1.23,48,30.43,96,186.52,5.62,10,279,40,5,310,18623,42840
1475679921,1.25,48,30.43,96,182.24,4.5,10,279,40,5,305,18321,42840
1475679621,1.25,48,30.43,97,167.94,4.5,10,279,40,5,300,18021,42840
1475679321,1.25,48,30.43,97,188.95,6.75,10,279,40,4,295,17721,42840
1475679022,1.22,49,30.43,97,192.39,6.75,10,279,40,4,290,17422,42840
1475678719,1.23,49,30.43,97,188.63,6.75,10,279,40,4,285,17119,42840
1475678425,1.23,49,30.42,98,179.45,6.75,10,279,40,4,280,16825,42840
1475678121,1.25,49,30.42,98,191.13,6.75,10,279,40,4,275,16521,42840
1475677820,1.23,49,30.42,98,186.9,7.87,10,279,40,4,270,16220,42840
1475677526,1.25,49,30.42,99,182.24,4.5,10,279,40,4,265,15926,42840
1475677222,1.23,49,30.42,99,171.91,5.62,10,279,40,4,260,15622,42840
1475676921,1.23,49,30.43,99,178.66,5.62,10,279,40,4,255,15321,42840
1475676623,1.23,49,30.43,99,158.83,4.5,10,279,40,4,250,15023,42840
1475676318,1.22,49,30.43,100,163.44,4.5,10,279,40,4,245,14718,42840
1475676024,1.24,50,30.43,100,150.43,2.25,10,279,40,4,240,14424,42840
1475675718,1.25,50,30.43,100,151.6,4.5,10,279,40,3,235,14118,42840
1475675422,1.26,50,30.43,100,119.29,3.37,10,279,40,3,230,13822,42840
1475675124,1.27,50,30.43,100,167.27,1.12,10,279,40,3,225,13524,42840
1475674821,1.24,50,30.43,100,156.31,5.62,10,279,40,3,220,13221,42840
1475674522,1.23,50,30.43,100,154.93,1.12,10,279,40,3,215,12922,42840
1475674220,1.19,50,30.43,99,122.57,6.75,10,279,40,3,210,12620,42840
1475673920,1.21,50,30.43,100,174.53,2.25,10,279,40,3,205,12320,42840
1475673619,1.24,50,30.42,99,127.36,10.12,10,279,40,3,200,12019,42840
1475673324,1.23,50,30.43,99,146.48,2.25,10,279,40,3,195,11724,42840
1475673021,1.19,49,30.42,99,129.77,3.37,10,279,40,3,190,11421,42840
1475672721,1.25,49,30.42,99,145.64,5.62,10,279,40,3,185,11121,42840
1475672421,1.22,49,30.42,98,131.76,6.75,10,279,40,3,180,10821,42840
1475672120,1.22,49,30.42,99,137.55,4.5,10,279,40,2,175,10520,42840
1475671821,1.22,49,30.43,99,141.31,4.5,10,279,40,2,170,10221,42840
1475671523,1.25,49,30.43,99,125.61,6.75,10,279,40,2,165,9923,42840
1475671219,1.24,49,30.42,100,168.41,7.87,10,279,40,2,160,9619,42840
1475670923,1.22,49,30.43,100,160.19,4.5,10,279,40,2,155,9323,42840
1475670621,1.23,49,30.43,100,148.99,6.75,10,279,40,2,150,9021,42840
1475670323,1.23,49,30.43,101,147.15,6.75,10,279,40,2,145,8723,42840
1475670022,1.21,50,30.43,101,116.62,4.5,10,279,40,2,140,8422,42840
1475669726,1.23,50,30.43,101,148.74,3.37,10,279,40,2,135,8126,42840
1475669421,1.26,50,30.43,101,118.22,5.62,10,279,40,2,130,7821,42840
1475669119,1.27,50,30.43,101,138.46,7.87,10,279,40,2,125,7519,42840
1475668820,1.22,50,30.44,102,113.83,7.87,10,279,40,2,120,7220,42840
1475668520,1.25,50,30.44,102,107.18,2.25,10,279,40,1,115,6920,42840
1475668222,1.26,50,30.44,102,126.0,3.37,10,279,40,1,110,6622,42840
1475667924,1.23,50,30.44,102,141.76,4.5,10,279,40,1,105,6324,42840
1475667621,1.24,50,30.44,102,122.54,5.62,10,279,40,1,100,6021,42840
1475667322,1.24,50,30.44,102,133.81,3.37,10,279,40,1,95,5722,42840
1475667022,1.23,51,30.44,102,91.11,2.25,10,279,40,1,90,5422,42840
1475666724,1.24,51,30.44,102,144.45,1.12,10,279,40,1,85,5124,42840
1475666420,1.23,51,30.45,102,158.68,4.5,10,279,40,1,80,4820,42840
1475666124,1.24,51,30.45,102,112.62,2.25,10,279,40,1,75,4524,42840
1475665820,1.25,51,30.45,101,86.41,1.12,10,279,40,1,70,4220,42840
1475665520,1.24,50,30.45,101,95.71,1.12,10,279,40,1,65,3920,42840
1475665224,1.23,50,30.45,101,130.29,2.25,10,279,40,1,60,3624,42840
1475664921,1.22,50,30.45,101,43.7,5.62,10,279,40,0,55,3321,42840
1475664625,1.24,50,30.45,101,104.36,2.25,10,279,40,0,50,3025,42840
1475664321,1.23,50,30.45,101,81.85,1.12,10,279,40,0,45,2721,42840
1475664023,1.26,50,30.45,101,134.8,4.5,10,279,40,0,40,2423,42840
1475663718,1.22,50,30.45,100,145.43,5.62,10,279,40,0,35,2118,42840
1475663421,1.24,50,30.45,100,121.48,6.75,10,279,40,0,30,1821,42840
1475663123,1.23,50,30.45,100,132.41,6.75,10,279,40,0,25,1523,42840
1475661621,1.25,51,30.46,99,140.85,1.12,10,279,40,0,0,21,42840
1475661324,1.25,51,30.46,100,127.95,3.37,10,278,40,23,1435,86124,42840
1475661024,1.24,51,30.46,100,134.34,4.5,10,278,40,23,1430,85824,42840
1475660718,1.23,50,30.46,100,141.01,4.5,10,278,40,23,1425,85518,42840
1475660420,1.23,50,30.46,100,161.82,4.5,10,278,40,23,1420,85220,42840
1475660121,1.22,50,30.46,100,129.08,3.37,10,278,40,23,1415,84921,42840
1475659824,1.2,50,30.46,99,102.41,4.5,10,278,40,23,1410,84624,42840
1475659521,1.22,50,30.46,99,136.93,5.62,10,278,40,23,1405,84321,42840
